MAGIC	WIZARDS	magic_bytes	wizards_bytes	size_ratio
seg034p15:UU_GUI_GetControlWidth	seg036p15:UU_GUI_GetControlWidth	77	77	1.000000
seg034p16:UU_GUI_GetControlHeight	seg036p16:UU_GUI_GetControlHeight	78	78	1.000000
seg034p17:UU_GUI_GetLastClickX	seg036p17:UU_GUI_GetLastClickX	10	10	1.000000
seg034p18:UU_GUI_GetLastClickY	seg036p18:UU_GUI_GetLastClickY	10	10	1.000000
seg034p19:UU_GUI_GetLastClickBtns	seg036p19:UU_GUI_GetLastClickBtns	10	10	1.000000
seg034p20:Auto_Input	seg036p20:Auto_Input	10	10	1.000000
seg034p21:CRP_GUI_KeyInputOnly	seg036p21:RP_GUI_KeyInputOnly	1653	1653	1.000000
seg034p22:Interpret_Keyboard_Input	seg036p22:Interpret_Keyboard_Input	1195	1195	1.000000
seg034p23:GUI_GetNextControl	seg036p23:GUI_GetNextControl	3500	3500	1.000000
seg034p24:GUI_MouseEmuMove	seg036p24:UU_GUI_MouseEMUMoveTo	280	280	1.000000
seg034p25:Scan_Field	seg036p25:Scan_Field	208	208	1.000000
seg034p26:Scan_Input	seg036p26:Scan_Input	370	370	1.000000
seg034p27:UU_GUI_KeyWaitLoop	seg036p27:UU_GUI_KeyWaitLoop	23	23	1.000000
seg034p28:G_GUI_ClearInput	seg036p28:Reset_Wait_For_Input	60	60	1.000000
seg034p29:G_GUI_PressAnyKey	seg036p29:Wait_For_Input	395	395	1.000000
seg034p30:GUI_ProcessDirKey	seg036p30:Process_Direction_Key__STUB	712	712	1.000000
seg034p31:Input_Box_Popup	seg036p31:Input_Box_Popup	1067	1067	1.000000
seg034p32:Setup_Input_Box_Popup	seg036p32:Setup_Input_Box_Popup	969	969	1.000000
seg034p33:GUI_EditBoxRedraw	seg036p33:Draw_Input_Box_Popup	999	999	1.000000
seg034p34:Add_Input_Field	seg036p34:Add_Input_Field	463	463	1.000000
seg034p35:UU_GUI_CreateEditSelect	seg036p35:Add_Continuous_String_Input_Field	355	355	1.000000
seg034p36:UU_GUI_Ctrl_DecHeight	seg036p36:UU_GUI_Ctrl_DecHeight	45	45	1.000000
seg034p37:UU_GUI_CreateDialogLine	seg036p37:Add_String_List_Field	528	528	1.000000
seg034p38:UU_UI_AddAltKeyControl	seg036p38:Add_Multi_Hot_Key_Field	336	336	1.000000
seg034p39:RP_GUI_CreateImageLabel	seg036p39:Add_Picture_Field	327	327	1.000000
seg034p40:RP_GUI_CreateWndImgLbl	seg036p40:UU_GUI_CreateWndImgLbl	464	464	1.000000
seg034p41:UU_GUI_SetBtnClickDir	seg036p41:Set_Button_Down_Offsets	17	17	1.000000
seg034p42:Add_Button_Info	seg036p42:Add_Button_Info	394	394	1.000000
seg034p43:Add_Button_Field	seg036p43:Add_Button_Field	63	63	1.000000
seg034p44:UU_GUI_CreateToggleBtn	seg036p44:UU_GUI_CreateToggleBtn	84	84	1.000000
seg034p45:UU_GUI_CreateLockblBtn	seg036p45:UU_GUI_CreateLockblBtn	84	84	1.000000
seg034p46:UU_GUI_CreateMStateBtn	seg036p46:UU_GUI_CreateMStateBtn	105	105	1.000000
seg034p47:Add_Hidden_Field	seg036p47:Add_Hidden_Field	251	251	1.000000
seg034p48:UU_GUI_CreateWndLabel	seg036p48:UU_Add_Clipped_Hidden_Field	403	403	1.000000
seg034p49:Add_Hot_Key	seg036p49:Add_Hot_Key	246	246	1.000000
seg034p50:UU_GUI_CreateHelpLink	seg036p50:UU_GUI_CreateHelpLink	314	314	1.000000
seg034p51:Add_Grid_Field	seg036p51:Add_Grid_Field	350	350	1.000000
seg034p52:Add_Scroll_Field	seg036p52:Add_Scroll_Field	49	49	1.000000
seg034p53:Add_Scroll_Field_Far	seg036p53:Add_Scroll_Field_Far	477	477	1.000000
seg034p54:Find_Bar_Position	seg036p54:Find_Bar_Position	637	637	1.000000
seg034p55:Increment_Scroll_Bar	seg036p55:Increment_Scroll_Bar	306	306	1.000000
seg034p56:Decrement_Scroll_Bar	seg036p56:Decrement_Scroll_Bar	305	305	1.000000
seg034p57:Clear_Fields	seg036p57:Clear_Fields	35	35	1.000000
seg034p58:UU_GUI_NoSelectColor	seg036p58:NX_UU_GUI_NoSelectColor	29	29	1.000000
seg034p59:UU_GUI_ScrollableTxtDlg	seg036p59:UU_GUI_ScrollableTxtDlg	2724	2724	1.000000
seg034p60:UU_GUI_CreateTextDialog	seg036p60:Get_List_Field	620	620	1.000000
seg034p61:UU_GUI_NoMouseHighlight	seg036p61:UU_GUI_NoMouseHighlight	11	11	1.000000
seg034p62:GUI_MoveDlgHighlight	seg036p62:GUI_MoveDlgHighlight__STUB	1061	1061	1.000000
seg034p63:UU_GUI_SetControlCount	seg036p63:Clear_Fields_Above	18	18	1.000000
seg034p64:UU_GUI_GetControlCount	seg036p64:Get_Field_Counter	10	10	1.000000
seg034p65:Init_Mouse_Keyboard	seg036p65:Init_Mouse_Keyboard	201	201	1.000000
seg034p66:Get_Input	seg036p66:Get_Input	74	74	1.000000
seg034p67:Set_Input_Delay	seg036p67:Set_Input_Delay	21	21	1.000000
seg034p68:UU_GUI_GetDelay	seg036p68:UU_Get_Input_Delay	10	10	1.000000
seg034p69:UU_GUI_ClearSelectable	seg036p69:UU_GUI_ClearSelectable	47	47	1.000000
seg034p70:UU_GUI_SetSelectable	seg036p70:UU_GUI_SetSelectable	47	47	1.000000
seg034p71:Draw_Fields	seg036p71:Draw_Fields	5355	5355	1.000000
seg034p72:Draw_Field	seg036p72:Draw_Field	4268	4268	1.000000
seg034p73:Push_Field_Down	seg036p73:Push_Field_Down	475	475	1.000000
seg034p74:UU_GUI_SetDlgTitleHelp	seg036p74:UU_GUI_SetDlgTitleHelp	11	11	1.000000
seg034p75:UU_GUI_ClearTitleHelp	seg036p75:UU_GUI_ClearTitleHelp	11	11	1.000000
seg034p76:Assign_Auto_Function	seg036p76:Assign_Auto_Function	48	48	1.000000
seg034p77:Save_Auto_Function	seg036p77:Save_Auto_Function	19	19	1.000000
seg034p78:Restore_Auto_Function	seg036p78:Restore_Auto_Function	25	25	1.000000
seg034p79:Deactivate_Auto_Function	seg036p79:Deactivate_Auto_Function	11	11	1.000000
seg034p80:UU_Activate_Auto_Function	seg036p80:UU_Activate_Auto_Function	11	11	1.000000
seg034p81:Invoke_Auto_Function	seg036p81:Invoke_Auto_Function	16	16	1.000000
seg034p82:Quick_Call_Auto_Function	seg036p82:Quick_Call_Auto_Function	58	58	1.000000
seg034p83:Call_Auto_Function	seg036p83:Call_Auto_Function	58	58	1.000000
seg034p84:UU_CTRL_Clear_Skip1	seg036p84:UU_GUI_ExtClear	18	18	1.000000
seg034p85:Toggle_Pages	seg036p85:Toggle_Pages	79	79	1.000000
stub048p1:j_Save_SAVE_GAM	stub050p1:j_Save_SAVE_GAM	5	5	1.000000
stub048p2:j_Load_SAVE_GAM	stub050p2:j_Load_SAVE_GAM	5	5	1.000000
